REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.00193492254780771	0.0116440874752	0.45505986738723	-0.560001478899295	-1.83736861922703	19
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	0.00334794304256422	0.0176290125835022	0.431707695803346	0.702252911769077	1.98092917704927	8
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.00305421188576674	0.0162089670158014	0.431707695803346	-0.451583527009271	-1.74743107865981	35
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	0.00452283014252537	0.0224146140886919	0.407017918923954	-0.413870870550772	-1.69615765495584	44
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.00216311846336876	0.0125684641750909	0.431707695803346	-0.399197874056247	-1.74218740234284	57
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.0084072451480873	0.0375263790053698	0.380730400722792	-0.4524409581583	-1.67443563290377	29
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.0174999184373752	0.0658935476357032	0.352487857583619	-0.229676610730546	-1.30139509009378	484
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.0233249866937941	0.0845217259764367	0.352487857583619	0.470216177939711	1.66782072969208	16
REACTOME_AMYLOIDS	0.00213270590202621	0.0124995111127449	0.431707695803346	-0.467893443070499	-1.77273706855329	33
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.000786310299837294	0.00546647894576526	0.477270815362862	-0.399196937964563	-1.80660507575412	68
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	8.91143097766588e-06	0.000122577642427486	0.593325476396405	-0.345510590345724	-1.81709281792157	186
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.00608858245969211	0.02849794845717	0.407017918923954	-0.364828114045479	-1.62879474197846	65
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.0013722053275582	0.00895645286834903	0.45505986738723	-0.54710339405031	-1.83373763251224	21
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.00201180578500792	0.0119996203459765	0.431707695803346	-0.558510436940481	-1.83247650053037	19
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.0172048527044304	0.0651464647347532	0.352487857583619	-0.589503254027325	-1.71428282103424	12
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.0122458284946928	0.0503273683257498	0.380730400722792	-0.378918487575416	-1.59486850986486	49
